1, 20000000, 2, 1.17, 1.03, 0.06
1, 20000000, 2, 0.98, 0.98, 0.00
1, 20000000, 2, 1.04, 1.02, 0.02
1, 40000000, 2, 2.08, 2.02, 0.05
1, 40000000, 2, 2.12, 2.02, 0.09
1, 40000000, 2, 2.05, 2.01, 0.03
1, 80000000, 2, 4.38, 4.12, 0.26
1, 80000000, 2, 4.17, 4.06, 0.11
1, 80000000, 2, 4.12, 4.03, 0.09
1, 160000000, 2, 8.43, 8.18, 0.24
1, 160000000, 2, 40.61, 39.26, 1.29
1, 160000000, 2, 41.25, 39.74, 1.27
1, 20000000, 4, 13.02, 10.97, 2.05
1, 20000000, 4, 13.73, 11.05, 2.66
1, 20000000, 4, 13.25, 11.15, 2.09
1, 40000000, 4, 26.97, 21.72, 5.03
1, 40000000, 4, 26.78, 21.91, 4.85
1, 40000000, 4, 25.49, 21.44, 3.82
1, 80000000, 4, 55.21, 44.89, 10.28
1, 80000000, 4, 54.76, 44.57, 9.94
1, 80000000, 4, 54.01, 43.64, 10.33
1, 160000000, 4, 110.74, 90.09, 20.55
1, 160000000, 4, 107.72, 88.81, 18.79
1, 160000000, 4, 109.74, 89.10, 20.38
1, 20000000, 8, 44.00, 28.32, 15.63
1, 20000000, 8, 39.98, 26.97, 12.98
1, 20000000, 8, 45.28, 29.34, 15.92
1, 40000000, 8, 84.72, 55.73, 28.74
1, 40000000, 8, 86.27, 55.93, 30.28
1, 40000000, 8, 82.24, 55.08, 27.10
1, 80000000, 8, 170.98, 111.74, 59.13
1, 80000000, 8, 168.98, 111.09, 57.79
1, 80000000, 8, 175.52, 113.41, 61.73
1, 160000000, 8, 344.98, 222.49, 121.98
1, 160000000, 8, 333.02, 219.78, 112.55
1, 160000000, 8, 343.78, 223.85, 119.20
1, 20000000, 16, 137.49, 73.13, 64.07
1, 20000000, 16, 147.75, 79.14, 68.50
1, 20000000, 16, 147.72, 78.56, 69.04
1, 40000000, 16, 313.50, 162.44, 150.27
1, 40000000, 16, 294.52, 156.48, 137.18
1, 40000000, 16, 282.24, 148.28, 133.55
1, 80000000, 16, 598.00, 314.11, 282.89
1, 80000000, 16, 588.50, 312.45, 275.26
1, 80000000, 16, 597.26, 314.92, 281.39
1, 160000000, 16, 1215.27, 636.47, 577.52
1, 160000000, 16, 1212.96, 632.63, 578.33
1, 160000000, 16, 1211.76, 637.31, 572.56
