4, 20000000, 2, 31.93, 37.74, 24.11
4, 20000000, 2, 32.24, 37.65, 24.05
4, 20000000, 2, 28.11, 32.89, 21.21
4, 40000000, 2, 13.47, 16.12, 9.87
